ITEM TYPE,RETAIL SALES
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.16
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
BEER,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,2.38
WINE,0.00
WINE,1.30
BEER,1.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
KEGS,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.34
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,50.45
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
KEGS,0.00
BEER,0.00
WINE,0.00
BEER,10.62
WINE,0.00
WINE,0.00
WINE,4.66
WINE,3.06
WINE,0.00
BEER,0.00
LIQUOR,0.00
WINE,0.00
WINE,0.16
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,3.54
WINE,0.00
WINE,0.00
WINE,0.00
WINE,5.16
WINE,4.95
WINE,0.00
WINE,0.00
WINE,0.74
WINE,0.08
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.08
WINE,0.00
WINE,0.00
WINE,6.64
WINE,0.00
LIQUOR,5.27
LIQUOR,2.04
WINE,0.85
WINE,16.25
WINE,2.00
BEER,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,4.95
WINE,5.58
WINE,0.00
WINE,6.74
WINE,0.00
WINE,0.00
WINE,4.93
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.66
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,8.10
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,5.13
LIQUOR,2.39
LIQUOR,3.62
LIQUOR,4.18
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,4.19
WINE,0.00
LIQUOR,3.89
WINE,0.00
WINE,0.00
WINE,33.46
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
BEER,0.75
WINE,0.00
WINE,0.00
LIQUOR,1.51
BEER,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
POL CLEMENT BRUT BDB - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.85
LIQUOR,0.48
LIQUOR,3.23
KEGS,0.00
LIQUOR,1.35
WINE,0.00
LIQUOR,0.00
 RUBY & WHITE) - 750ML",WINE
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.66
KEGS,0.00
WINE,0.00
LIQUOR,0.00
LIQUOR,0.16
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.89
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
BEER,5.75
WINE,2.11
WINE,0.00
BEER,2.50
BEER,3.00
WINE,3.21
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,3.36
WINE,0.00
LIQUOR,3.88
WINE,0.24
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
CHRISTOPHE PACALET BEAUJ VLG - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,1.02
KEGS,0.00
WINE,0.17
LIQUOR,0.16
WINE,1.87
WINE,0.00
WINE,0.51
WINE,0.00
WINE,0.00
BEER,0.00
LIQUOR,2.08
WINE,0.00
WINE,0.16
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.00
WINE,0.00
WINE,3.67
WINE,5.21
WINE,0.00
WINE,0.00
WINE,0.00
WINE,3.75
WINE,0.00
WINE,0.00
KEGS,0.00
WINE,0.00
WINE,0.00
BEER,7.79
WINE,0.00
WINE,0.91
WINE,0.00
WINE,1.41
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
BEER,3.50
WINE,0.00
WINE,0.00
WINE,0.00
BEER,0.00
WINE,0.00
LIQUOR,1.02
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
KEGS,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
COMPLICES DE LOIRE TOURAINE SAUVIGNON POINTE D'AGRUMES - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,22.86
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.56
WINE,0.24
WINE,0.00
WINE,0.90
WINE,1.24
LIQUOR,0.00
WINE,0.00
WINE,0.00
LIQUOR,2.36
WINE,0.00
BEER,104.40
WINE,2.34
BEER,56.50
WINE,0.00
LIQUOR,0.00
WINE,0.00
LIQUOR,1.02
WINE,0.00
WINE,0.00
WINE,0.00
BEER,55.00
LIQUOR,2.37
LIQUOR,1.53
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
BEER,32.50
WINE,0.00
WINE,0.00
KEGS,0.00
WINE,0.00
BEER,1.50
WINE,0.00
BEER,3.00
WINE,0.00
LIQUOR,1.18
WINE,0.00
WINE,0.00
WINE,0.00
BEER,0.75
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
BEER,0.00
WINE,0.00
BEER,2.25
LIQUOR,1.80
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.17
LIQUOR,4.92
WINE,0.00
WINE,0.00
WINE,0.00
BEER,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.56
LIQUOR,5.11
LIQUOR,7.95
WINE,0.00
WINE,0.00
LIQUOR,6.62
LIQUOR,2.70
TEXTBOOK NAPA S/BLC - 750ML,WINE
WINE,0.00
WINE,0.00
LIQUOR,0.25
BEER,10.57
 EMERALD GIANT, LOST MONARCH"
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
BEER,0.00
WINE,0.00
WINE,0.00
WINE,0.00
KEGS,0.00
WINE,0.00
WINE,0.00
LIQUOR,31.85
LIQUOR,14.11
LIQUOR,0.84
LIQUOR,4.07
BEER,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,11.56
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,38.67
WINE,0.00
WINE,0.00
BEER,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.00
LIQUOR,0.00
WINE,0.00
WINE,0.00
BEER,46.15
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,16.86
LIQUOR,7.97
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
BEER,15.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
KEGS,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,2.37
WINE,0.00
WINE,0.00
LIQUOR,1.35
WINE,0.00
WINE,0.00
BEER,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,2.02
LIQUOR,0.17
LIQUOR,0.85
LIQUOR,2.21
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,1.92
LIQUOR,15.05
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
BEER,681.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,1.19
LIQUOR,2.88
WINE,0.00
WINE,11.00
WINE,0.08
WINE,0.00
LIQUOR,12.84
WINE,0.00
LIQUOR,2.71
WINE,0.00
WINE,0.00
LIQUOR,36.15
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,11.55
LIQUOR,14.45
WINE,0.00
WINE,0.00
WINE,0.00
BEER,359.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.17
LIQUOR,0.32
LIQUOR,1.02
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
KEGS,0.00
BEER,0.00
BEER,0.00
LIQUOR,4.89
BEER,33.00
KEGS,0.00
BEER,0.50
BEER,3.50
BEER,94.00
BEER,2.00
LIQUOR,4.95
WINE,3.04
BEER,0.00
WINE,0.00
WINE,0.00
BEER,0.00
WINE,0.00
BEER,6.00
LIQUOR,1.00
WINE,0.32
LIQUOR,12.88
LIQUOR,5.61
LIQUOR,5.43
LIQUOR,0.66
LIQUOR,1.65
LIQUOR,0.34
WINE,1.35
WINE,1.35
WINE,2.21
WINE,1.01
LIQUOR,3.17
WINE,0.00
WINE,5.30
WINE,7.30
LIQUOR,17.32
WINE,0.00
WINE,0.00
WINE,0.00
WINE,7.40
WINE,4.25
WINE,3.84
WINE,1.84
WINE,5.46
WINE,0.00
WINE,0.17
KEGS,0.00
KEGS,0.00
KEGS,0.00
BEER,0.00
WINE,0.00
LIQUOR,0.84
LIQUOR,0.68
WINE,3.07
WINE,2.25
LIQUOR,2.75
LIQUOR,0.00
LIQUOR,4.06
LIQUOR,2.04
LIQUOR,0.68
WINE,0.00
LIQUOR,3.57
LIQUOR,2.38
WINE,0.00
WINE,0.00
KEGS,0.00
LIQUOR,3.38
WINE,0.00
WINE,0.00
LIQUOR,6.45
LIQUOR,0.34
LIQUOR,2.20
LIQUOR,97.65
WINE,0.24
LIQUOR,2.04
LIQUOR,2.04
WINE,0.00
LIQUOR,0.16
WINE,0.00
WINE,2.17
LIQUOR,2.04
WINE,9.71
WINE,14.84
WINE,4.52
WINE,5.27
WINE,8.37
LIQUOR,5.26
LIQUOR,3.23
LIQUOR,3.22
LIQUOR,5.74
WINE,2.31
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
BEER,0.25
WINE,1.39
KEGS,0.00
LIQUOR,0.24
BEER,0.00
BEER,0.00
BEER,0.00
LIQUOR,15.40
BEER,0.00
BEER,0.00
LIQUOR,0.68
WINE,0.17
WINE,0.16
WINE,0.00
LIQUOR,3.06
LIQUOR,3.55
WINE,0.34
LIQUOR,1.53
WINE,5.18
WINE,14.24
WINE,0.00
WINE,6.77
LIQUOR,2.02
WINE,4.00
LIQUOR,2.04
WINE,0.00
LIQUOR,2.43
LIQUOR,1.19
WINE,0.00
LIQUOR,4.04
LIQUOR,2.54
LIQUOR,1.19
LIQUOR,0.34
LIQUOR,0.34
LIQUOR,0.51
LIQUOR,0.17
WINE,0.00
LIQUOR,0.51
LIQUOR,0.17
LIQUOR,0.00
LIQUOR,2.21
WINE,6.72
WINE,0.00
WINE,0.00
LIQUOR,3.06
WINE,0.00
LIQUOR,3.74
LIQUOR,1.36
LIQUOR,2.03
LIQUOR,1.87
WINE,0.00
LIQUOR,0.00
LIQUOR,0.99
LIQUOR,2.31
LIQUOR,30.21
WINE,0.00
WINE,0.00
KEGS,0.00
LIQUOR,7.97
LIQUOR,0.16
WINE,4.72
KEGS,0.00
LIQUOR,0.41
LIQUOR,0.08
WINE,7.03
LIQUOR,1.08
KEGS,0.00
BEER,0.00
BEER,0.00
LIQUOR,1.69
BEER,1.00
BEER,0.00
LIQUOR,67.48
BEER,0.00
BEER,0.00
BEER,0.50
BEER,1.25
BEER,0.00
BEER,1.50
BEER,0.00
BEER,0.00
KEGS,0.00
WINE,0.17
KEGS,0.00
BEER,0.00
BEER,0.00
NON-ALCOHOL,0.00
BEER,0.00
WINE,0.74
BEER,0.00
LIQUOR,2.38
WINE,0.49
KEGS,0.00
LIQUOR,0.17
BEER,9.58
KEGS,0.00
BEER,0.16
LIQUOR,2.68
BEER,0.00
BEER,0.00
BEER,1.53
BEER,0.00
LIQUOR,25.98
BEER,0.00
BEER,0.99
BEER,0.00
BEER,2.37
BEER,16.00
BEER,0.00
GROTH S/BLC - 750ML,WINE
GROTH CHARD - 750ML,WINE
KEGS,0.00
WINE,0.00
BEER,0.00
LIQUOR,1.81
KEGS,0.00
BEER,0.00
BEER,3.00
WINE,25.81
WINE,5.13
KEGS,0.00
BEER,3.25
KEGS,0.00
BEER,0.00
BEER,1.25
BEER,0.00
WINE,0.49
ZENATO RIPASSA VAL - 750ML,WINE
KEGS,0.00
WINE,0.40
KEGS,0.00
KEGS,0.00
BEER,0.00
LIQUOR,8.44
BEER,0.00
BEER,102.00
BEER,11.29
BEER,87.54
BEER,3.00
BEER,6.75
LIQUOR,1.84
BEER,108.87
BEER,58.50
BEER,1.00
BEER,0.00
BEER,20.25
KEGS,0.00
BEER,0.50
BEER,0.00
BEER,117.00
BEER,15.50
BEER,18.50
BEER,0.75
LIQUOR,10.65
BEER,0.00
LIQUOR,1.20
BEER,1.25
BEER,0.00
BEER,8.00
KEGS,0.00
BEER,0.50
BEER,25.25
LIQUOR,0.00
BEER,0.00
BEER,8.50
KEGS,0.00
KEGS,0.00
WINE,6.38
KEGS,0.00
KEGS,0.00
WINE,2.70
KEGS,0.00
WINE,3.23
BEER,0.04
BEER,159.16
WINE,6.91
BEER,4.00
BEER,39.75
BEER,0.34
BEER,2.25
KEGS,0.00
BEER,0.00
WINE,4.76
BEER,35.62
BEER,11.50
BEER,1.75
BEER,3.25
BEER,19.75
KEGS,0.00
KEGS,0.00
KEGS,0.00
BEER,0.00
BEER,0.00
LIQUOR,3.57
BEER,0.00
BEER,0.00
BEER,0.00
BEER,0.00
KEGS,0.00
ALOIS LAGEDER PINOT GRIGIO - 750ML,WINE
BEER,0.00
BEER,0.00
KEGS,0.00
BEER,159.00
KEGS,0.00
BEER,14.45
BEER,0.00
BEER,1.75
BEER,3.04
BEER,16.54
BEER,2.50
LIQUOR,1.70
BEER,1.50
KEGS,0.00
BEER,0.12
BEER,0.00
BEER,18.50
BEER,7.25
BEER,6.75
BEER,0.00
KEGS,0.00
BEER,3.00
BEER,0.25
BEER,2.00
KEGS,0.00
WINE,6.03
BEER,0.25
BEER,0.00
BEER,0.00
BEER,0.50
BEER,31.75
KEGS,0.00
BEER,3.75
BEER,0.00
WINE,1.80
BEER,19.50
BEER,10.72
BEER,6.25
WINE,23.62
BEER,0.00
BEER,13.00
BEER,0.00
BEER,1.50
BEER,26.00
KEGS,0.00
KEGS,0.00
BEER,6.25
BEER,0.50
BEER,14.75
WINE,0.00
BEER,28.00
BEER,190.00
BEER,1.00
BEER,0.00
BEER,0.00
BEER,2.20
KEGS,0.00
BEER,0.00
BEER,0.00
BEER,0.00
KEGS,0.00
BEER,8.86
BEER,3.87
BEER,0.00
BEER,0.00
BEER,7.81
BEER,46.25
BEER,0.00
BEER,23.16
BEER,0.00
KEGS,0.00
BEER,0.00
KEGS,0.00
BEER,0.00
KEGS,0.00
BEER,38.49
KEGS,0.00
KEGS,0.00
KEGS,0.00
BEER,5.25
BEER,0.00
DUNNAGE,0.00
BEER,16.00
BEER,0.00
BEER,0.00
BEER,1.25
BEER,0.00
KEGS,0.00
WINE,0.00
BEER,0.00
BEER,0.50
BEER,0.25
KEGS,0.00
LIQUOR,239.94
LIQUOR,68.13
KEGS,0.00
BEER,0.00
BEER,0.25
LIQUOR,0.64
BEER,28.75
LIQUOR,5.18
BEER,70.95
KEGS,0.00
KEGS,0.00
BEER,13.29
KEGS,0.00
LIQUOR,22.09
BEER,1.00
LIQUOR,43.09
KEGS,0.00
WINE,51.65
LIQUOR,195.27
BEER,0.00
LIQUOR,11.10
KEGS,0.00
KEGS,0.00
KEGS,0.00
KEGS,0.00
LIQUOR,5.92
BEER,0.00
BEER,0.00
BEER,0.00
BEER,6.77
KEGS,0.00
BEER,0.51
EXCELSIOR ROBERTSON CAB - 750ML,WINE
BEER,0.00
BEER,0.08
WINE,0.32
BEER,0.00
BEER,0.00
KEGS,0.00
BEER,0.17
WINE,62.17
WINE,37.01
WINE,97.38
WINE,22.21
LIQUOR,3.08
BEER,0.00
KEGS,0.00
LIQUOR,30.58
LIQUOR,38.63
BEER,4.67
LIQUOR,38.48
LIQUOR,11.07
LIQUOR,38.39
LIQUOR,1.70
LIQUOR,20.28
LIQUOR,71.37
LIQUOR,0.97
LIQUOR,51.24
LIQUOR,0.56
LIQUOR,0.56
LIQUOR,8.24
LIQUOR,0.24
LIQUOR,30.09
LIQUOR,68.64
LIQUOR,40.49
LIQUOR,6.97
LIQUOR,2.80
LIQUOR,19.84
LIQUOR,16.32
BEER,33.75
BEER,6.29
LIQUOR,32.50
KEGS,0.00
LIQUOR,5.60
LIQUOR,16.81
LIQUOR,12.97
LIQUOR,1.92
LIQUOR,1.01
KEGS,0.00
LIQUOR,6.97
WINE,6.95
LIQUOR,4.98
LIQUOR,8.30
BEER,6.75
LIQUOR,47.48
LIQUOR,47.22
BEER,0.85
BEER,0.00
LIQUOR,53.89
LIQUOR,4.06
KEGS,0.00
LIQUOR,9.85
LIQUOR,9.15
LIQUOR,5.06
BEER,0.00
BEER,1.25
BEER,0.00
ARGIOLAS CASTERA - 750ML,WINE
BEER,0.00
KEGS,0.00
LIQUOR,7.67
LIQUOR,36.13
LIQUOR,0.56
KEGS,0.00
BEER,1.75
LIQUOR,0.84
KEGS,0.00
LIQUOR,74.44
KEGS,0.00
BEER,0.50
KEGS,0.00
LIQUOR,7.80
KEGS,0.00
LIQUOR,0.56
BEER,0.00
LIQUOR,22.05
LIQUOR,24.59
BEER,0.00
BEER,0.75
BEER,220.00
WINE,9.49
LIQUOR,0.15
BEER,1.00
BEER,23.50
LIQUOR,28.93
LIQUOR,129.57
BEER,6.00
LIQUOR,156.44
BEER,0.00
BEER,41.54
WINE,0.00
LIQUOR,23.06
BEER,0.00
LIQUOR,9.88
KEGS,0.00
KEGS,0.00
KEGS,0.00
BEER,1.65
KEGS,0.00
LIQUOR,14.96
BEER,0.00
BEER,46.25
KEGS,0.00
LIQUOR,0.17
KEGS,0.00
BEER,6.00
BEER,51.41
BEER,9.03
BEER,2.25
BEER,1.00
BEER,9.00
BEER,2.50
LIQUOR,0.51
BEER,0.00
KEGS,0.00
BEER,5.50
KEGS,0.00
BEER,0.71
LIQUOR,23.58
BEER,3.75
KEGS,0.00
BEER,2.00
KEGS,0.00
BEER,5.28
LIQUOR,10.15
KEGS,0.00
BEER,11.22
KEGS,0.00
BEER,24.00
BEER,2.00
BEER,2.00
KEGS,0.00
LIQUOR,1.04
BEER,0.75
BEER,0.00
WINE,0.17
BEER,0.00
BEER,3.75
BEER,0.00
BEER,5.25
KEGS,0.00
BEER,1.91
KEGS,0.00
KEGS,0.00
BEER,29.46
BEER,0.00
BEER,20.00
WINE,0.17
BEER,32.25
KEGS,0.00
BEER,1.51
BEER,0.00
BEER,0.00
KEGS,0.00
BEER,0.50
BEER,0.00
KEGS,0.00
LIQUOR,8.40
KEGS,0.00
BEER,3.04
LIQUOR,26.38
BEER,0.21
LIQUOR,61.28
BEER,0.50
BEER,0.25
LIQUOR,8.61
LIQUOR,1.13
BEER,1.79
BEER,22.50
BEER,0.12
KEGS,0.00
KEGS,0.00
LIQUOR,1.56
BEER,0.17
BEER,0.00
BEER,0.34
LIQUOR,28.26
LIQUOR,78.95
BEER,1.00
KEGS,0.00
BEER,0.00
BEER,0.00
LIQUOR,90.21
BEER,0.00
WINE,1.87
LIQUOR,8.15
LIQUOR,52.60
BEER,5.50
COUSINO MACUL SAUVIGNON GRIS - 750ML,WINE
LIQUOR,30.67
BEER,0.50
BEER,0.00
LIQUOR,29.09
BEER,5.50
KEGS,0.00
LIQUOR,27.08
KEGS,0.00
BEER,0.50
KEGS,0.00
BEER,0.00
LIQUOR,92.28
BEER,0.00
BEER,6.75
LIQUOR,24.98
LIQUOR,0.14
KEGS,0.00
BEER,0.00
BEER,0.00
BEER,111.69
BEER,2.25
LIQUOR,0.48
KEGS,0.00
LIQUOR,0.65
KEGS,0.00
BEER,5.33
BEER,0.34
BEER,0.00
KEGS,0.00
BEER,0.00
LIQUOR,0.83
BEER,0.00
LIQUOR,30.05
BEER,0.00
LIQUOR,0.17
BEER,0.17
LIQUOR,0.33
BEER,4.37
LIQUOR,15.97
BEER,0.00
LIQUOR,12.11
BEER,0.00
BEER,8.00
BEER,1.25
BEER,12.04
KEGS,0.00
LIQUOR,3.20
BEER,0.00
LIQUOR,37.64
BEER,0.00
LIQUOR,0.97
LIQUOR,3.87
BEER,0.00
COUSINO MACUL FINIS TERRAE - 750ML,WINE
BEER,7.00
BEER,0.25
BEER,8.04
BEER,1.00
LIQUOR,102.93
LIQUOR,1.06
LIQUOR,7.96
BEER,0.34
LIQUOR,3.80
WINE,0.08
BEER,2.00
BEER,1.00
BEER,0.00
BEER,0.75
BEER,0.25
HILLROCK SOLERA AGED BOURBON - 750ML,LIQUOR
WINE,2.66
WINE,55.36
WINE,23.15
LIQUOR,0.99
LIQUOR,0.67
WINE,34.79
WINE,4.82
WINE,1.51
WINE,0.00
WINE,0.00
WINE,13.96
WINE,2.34
LIQUOR,0.00
WINE,0.00
COOPER HILL PINOT NOIR - 750ML,WINE
WINE,0.00
LIQUOR,0.08
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,4.05
WINE,0.00
BEER,1.44
BEER,0.00
BEER,0.00
BEER,0.00
KEGS,0.00
BEER,0.50
WINE,3.23
BEER,19.00
LIQUOR,24.74
LIQUOR,8.23
BEER,0.00
LIQUOR,0.80
BEER,1.04
BEER,5.20
KEGS,0.00
WINE,7.90
DOM GARRIGUE CDR CVEROM - 750ML,WINE
KEGS,0.00
KEGS,0.00
BEER,0.33
LIQUOR,4.97
LIQUOR,5.86
LIQUOR,1.62
LIQUOR,0.34
WINE,18.92
WINE,0.00
WINE,0.00
WINE,0.00
BEER,0.00
WINE,0.97
4 BEARS P/NOIR - 750ML,WINE
WINE,0.00
WINE,8.24
WINE,0.00
WINE,0.00
ANNALISA MOSCATO - 750ML,WINE
WINE,20.78
WINE,2.91
WINE,0.00
WINE,0.00
LIQUOR,33.54
LIQUOR,0.33
WINE,1.62
WINE,26.14
WINE,21.36
WINE,21.88
WINE,0.50
WINE,0.00
WINE,0.00
LIQUOR,0.32
WINE,1.72
WINE,1.96
DR PAULY BERG NOBLE HOUSE DORNFELDER - 750ML,WINE
TIAMO CHN - 750ML,WINE
COLTIBUONO CHN CL R STUCCHI - 750ML,WINE
LIQUOR,1.19
WINE,0.57
NON-ALCOHOL,4.42
LIQUOR,11.94
WINE,0.00
WINE,0.08
WINE,0.00
LIQUOR,30.60
WINE,0.00
WINE,19.82
WINE,0.00
LIQUOR,3.90
SANTA JULIA MAL - 187ML,WINE
LIQUOR,6.12
TIAMO PROSECCO X/DRY - 187ML,WINE
LIQUOR,10.03
WINE,0.00
WINE,0.00
WINE,0.00
PARCEL 41 MER - 750ML,WINE
BEER,0.25
WINE,0.00
LIQUOR,49.15
WINE,0.00
WINE,0.00
WINE,0.00
WINE,12.53
WINE,2.27
WINE,0.00
BEER,0.50
WINE,1.04
LIQUOR,17.80
WINE,0.00
NON-ALCOHOL,0.00
WINE,0.00
LIQUOR,0.25
WINE,5.79
WINE,2.19
WINE,0.00
WINE,0.37
WINE,0.00
LIQUOR,18.59
WINE,18.30
WINE,61.20
WINE,0.00
WINE,0.00
WINE,0.24
WINE,0.00
WINE,0.00
 MARTINBOROUGH - 750ML",WINE
WINE,0.00
WINE,0.32
WINE,0.00
LIQUOR,42.51
WINE,0.16
WINE,0.00
WINE,0.00
WOLFTRAP WHT - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,1.12
WINE,0.00
WINE,0.33
WINE,0.75
WINE,0.00
LIQUOR,5.77
WINE,0.00
WINE,60.41
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
WINE,0.00
LIQUOR,0.24
QUADY ELECTRA RED - 750ML,WINE
WINE,0.68
WINE,0.00
LIQUOR,0.00
WINE,1.14
WINE,0.17
QUINTA DE LA ROSA TRAD LBV PORT - 500ML,WINE
WINE,12.44
WINE,9.95
SANT ANTONIO VAL RIPASSO GORBI - 750ML,WINE
WINE,0.00
WINE,0.99
WINE,8.45
WINE,3.02
HAHN P/NOIR - 750ML,WINE
WINE,0.00
LIQUOR,19.71
WINE,0.32
WINE,1.47
BEER,0.00
MAN VINTNERS S/BLC - 750ML,WINE
KANONKOP KADETTE - 750ML,WINE
WINE,0.00
WINE,0.00
QUINTA DE LA ROSA TONEL 10YR TAWNY - 500ML,WINE
YALUMBA Y SERIES SHZ - 750ML,WINE
WINE,0.33
MACROSTIE S/C CHARD - 750ML,WINE
WINE,0.00
LIQUOR,6.08
WINE,0.00
ANCIENT PEAKS CAB - 750ML,WINE
WINE,0.00
WINE,0.34
WINE,0.00
WINE,0.00
WINE,0.00
WINE,3.81
SANTA JULIA CAB SUSTAINABLE - 750ML,WINE
HAUT MONPLAISIR TRADITON - 750ML,WINE
WINE,1.56
WINE,0.00
WINE,0.16
WINE,0.00
WINE,0.00
WINE,0.00
PAUL HOBBS FELINO MAL - 750ML,WINE
WINE,0.00
VENTA MORALES TEMP ORG - 750ML,WINE
WINE,1.47
WINE,0.00
WINE,1.79
WINE,0.89
EARTHWORKS SHIRAZ - 750ML,WINE
LITTLE JAMES BASKET PRESS WHITE - 750ML,WINE
4 BEARS S/BLC - 750ML,WINE
WINE,0.00
WINE,0.00
WINE,1.12
TORTOISE CREEK ZIN - 750ML,WINE
MINATO HARBOR YAMAHAI NAMA GENSHU - 720ML,WINE
LIQUOR,0.67
LIQUOR,11.82
BOYD & BLAIR POTATO VODKA - 750ML,LIQUOR
WINE,8.45
WINE,0.00
DOM BARON BLC - 750ML,WINE
WINE,4.62
WINE,43.01
WINE,24.02
WINE,47.87
WINE,0.00
WINE,0.00
LIQUOR,2.43
WINE,0.32
WINE,0.00
WINE,5.59
ANGELINE RES MER - 750ML,WINE
WINE,0.16
WINE,1.19
WINE,0.00
WINE,2.50
WINE,6.44
WINE,0.00
WINE,0.00
BEER,0.24
WINE,0.00
WINE,0.00
CIELO P/NOIR - 750ML,WINE
WINE,0.00
WINE,0.00
CH DE PARENCHERE BORD SUP - 750ML,WINE
WINE,0.00
WINE,0.24
WINE,1.24
WINE,0.00
WINE,0.00
LIQUOR,16.83
WINE,2.29
LIQUOR,16.30
JUNTOS MER - 750ML,WINE
WINE,0.00
SANTA JULIA MALBEC SUSTAINABLE - 750ML,WINE
WINE,0.00
WINE,0.00
